town,total_population,median_household_income,per_capita_income,median_age,median_home_value,pct_owner_occupied,pct_in_labor_force,pct_unemployed,pct_white,pct_poverty,pct_bachelors_plus,margin,winner
Sabattus,5116,59387,40211.0,51.2,180000,95.51037695891571,58.07314897413024,1.6897081413210446,90.81313526192338,8.798114689709347,17.116889674324664,28.734858681022878,1
Saco,20819,92241,51652.0,44.9,413100,72.82729495443432,68.0498866213152,2.140953015661446,84.60060521638889,6.3852447112359005,43.54981643245981,-26.809801261074313,0
Sanford,22247,72524,39027.0,42.1,280200,71.2327344480216,65.5127509495388,3.6773231737618026,89.4907178495977,10.292780505546464,24.82544608223429,1.1966126656848246,1
Sangerville,1136,50313,31497.0,53.9,124000,82.42612752721618,54.67196819085487,6.909090909090909,98.23943661971832,13.468309859154928,12.558139534883722,34.84646194926569,1
Scarborough,23215,133558,70379.0,48.8,551900,77.38668271159246,64.80076860841424,2.2083495903238393,91.69502476846866,4.390500394356323,57.65382276521643,-32.12627669452181,0
Searsmont,1646,87000,40479.0,44.5,284000,90.6060606060606,63.57938718662952,3.3953997809419496,95.44349939246659,6.642291285801341,31.591836734693878,4.27350427350428,1
Searsport,2655,64303,38903.0,42.9,224400,69.44922547332186,68.96243291592128,3.1776913099870296,96.7984934086629,14.588859416445624,23.182040019521718,-7.023809523809518,0
Sebago,2073,78438,38786.0,40.7,298000,88.94173602853745,66.4695446481372,6.405693950177936,93.68065605402798,13.689320388349516,23.724320742213386,19.56352299298519,1
Sebec,547,74545,40995.0,49.3,233000,97.63779527559055,59.06040268456376,1.1363636363636365,94.3327239488117,5.301645338208409,31.990521327014214,46.76258992805756,1
Sedgwick,1274,70446,38462.0,52.4,336200,82.94209702660407,50.217580504786774,1.9064124783362217,94.5839874411303,16.90251572327044,44.51988360814743,-26.588235294117652,0
Shapleigh,2976,88140,48135.0,46.9,356000,95.4225352112676,58.5456039441249,2.8771929824561404,96.30376344086021,5.309139784946237,29.71563981042654,21.04121475054231,1
Sherman,947,49444,23054.0,33.4,115200,88.38709677419355,45.11627906976744,9.278350515463918,98.41605068637803,37.48680042238649,13.743218806509946,58.07127882599582,1
Shirley,234,61875,39548.0,42.0,219600,98.96907216494846,60.60606060606061,2.5,93.16239316239316,16.964285714285715,30.64516129032258,40.0,1
Sidney,4790,83488,44614.0,43.0,336200,89.35944944415034,65.52186745371613,5.405405405405405,94.48851774530272,6.426627590537995,33.53500432152118,21.663442940038678,1
Skowhegan,8653,49485,30275.0,42.6,164400,65.90574374079529,55.47393699675095,3.692386045327222,97.07615855772565,14.169515501591418,21.418506341005166,13.750592697961117,1
Smithfield,856,107917,55791.0,55.8,242800,88.86198547215496,58.96103896103896,5.286343612334802,98.24766355140187,5.841121495327103,34.657534246575345,10.389610389610397,1
Smyrna,380,57750,24003.0,31.0,117100,95.38461538461539,55.80524344569289,1.342281879194631,96.05263157894737,15.789473684210526,17.727272727272727,44.1860465116279,1
Solon,963,69205,34307.0,45.9,183600,88.57808857808858,64.55223880597015,9.441233140655106,93.87331256490134,10.68062827225131,25.03311258278146,26.853377265238883,1
Somerville,837,71250,27300.0,33.5,218100,85.76388888888889,52.78195488721804,5.982905982905983,87.57467144563918,16.965352449223417,25.732217573221757,28.735632183908045,1
Sorrento,345,83438,42879.0,33.8,298800,83.80281690140845,62.989323843416365,3.389830508474576,95.07246376811594,5.797101449275362,50.95238095238095,10.20408163265305,1
South Berwick,7670,99572,48927.0,39.0,428300,78.328173374613,72.57383966244726,5.023255813953488,92.39895697522816,3.4343170540611125,41.82574182574182,-20.148115878893492,0
South Bristol,1069,69211,51583.0,46.4,469200,78.18930041152264,56.28803245436106,3.783783783783784,96.53882132834426,7.601713062098502,62.023809523809526,-28.080229226361034,0
South Portland,26930,86838,50723.0,40.9,441200,58.122119815668206,72.01554691837867,2.6036415396477075,79.9443000371333,6.939751717854295,51.74765127790686,-52.91826267610207,0
South Thomaston,1381,86838,47343.0,54.3,341300,92.47135842880525,56.08333333333333,0.0,96.88631426502535,4.233576642335766,44.557195571955724,-18.234165067178495,0
Southport,550,89000,62986.0,66.3,495800,89.40397350993378,52.307692307692314,6.61764705882353,96.0,5.484460694698354,58.77551020408164,-30.567685589519662,0
Southwest Harbor,1553,59205,45995.0,48.9,428500,55.677154582763336,67.28763040238451,3.875968992248062,93.30328396651642,9.256844850065189,35.309734513274336,-32.553956834532364,0
Springfield,310,60833,32434.0,52.4,122500,96.21212121212122,56.69291338582677,6.25,93.54838709677419,5.483870967741936,17.269076305220885,63.934426229508205,1
St. George,2606,89155,67354.0,58.3,356300,86.06194690265487,50.46102263202011,0.0,93.78357636224098,7.674597083653108,46.62288930581614,-20.156337241764376,0
Stacyville,465,54583,29673.0,49.6,101700,88.35978835978835,52.926208651399484,10.576923076923077,94.40860215053763,11.612903225806452,12.299465240641712,61.2565445026178,1
Standish,10662,104593,42492.0,40.5,336000,91.2172984516818,69.18238993710692,2.4294670846394983,90.99606077658976,7.33218239057581,36.01398601398601,7.085085732772562,1
Starks,556,63500,33725.0,46.7,148500,90.0,60.37344398340249,7.216494845360824,97.12230215827337,19.244604316546763,20.99056603773585,23.15521628498727,1
Stetson,1151,76023,34918.0,42.2,205700,87.86516853932585,61.50490730643402,3.723404255319149,95.13466550825369,10.350877192982457,19.789227166276348,41.08723135271808,1
Steuben,1388,76466,38780.0,40.1,173900,89.44636678200692,65.35433070866141,4.149933065595716,87.2478386167147,5.438066465256798,18.921668362156662,25.65157750342935,1
Stockholm,222,60833,37407.0,54.0,144800,86.36363636363636,47.39583333333333,2.197802197802198,94.5945945945946,13.063063063063062,24.861878453038674,18.66666666666667,1
Stockton Springs,1652,74886,40699.0,52.8,259100,82.21092757306226,58.42541436464088,5.200945626477541,93.82566585956417,14.545454545454545,29.093567251461987,-2.094240837696333,0
Stoneham,271,63750,35821.0,60.6,226200,89.83050847457628,42.80155642023346,1.8181818181818181,92.619926199262,7.380073800738007,37.75933609958506,-1.0416666666666643,0
Stonington,840,60223,39625.0,58.2,306700,77.05263157894737,51.900393184796854,15.909090909090908,97.85714285714285,10.833333333333334,28.772919605077576,-22.240000000000002,0
Stow,535,42204,42425.0,57.0,326400,96.21848739495799,63.27433628318584,1.048951048951049,96.07476635514018,8.076923076923077,33.411764705882355,-2.8806584362139915,0
Strong,1249,47557,25741.0,47.5,183900,84.63073852295409,49.42748091603054,0.0,88.63090472377903,13.931144915932748,26.52838427947598,32.68765133171913,1
Sullivan,1246,59643,33875.0,47.1,222000,85.15037593984962,60.78998073217726,6.022187004754358,94.9438202247191,13.643659711075443,25.995807127882596,3.9787798408488086,1
Sumner,845,57750,31408.0,56.1,150000,91.10512129380054,53.51123595505618,2.3622047244094486,93.84615384615384,5.798816568047338,15.396341463414634,25.51020408163265,1
Surry,1836,74508,51971.0,52.4,296300,88.58501783590962,58.10301507537689,4.756756756756757,95.479302832244,7.026143790849673,38.065843621399175,-9.219858156028366,0
Swanville,1195,51935,29595.0,53.2,237300,91.34948096885813,48.31243972999036,1.3972055888223553,97.32217573221757,22.960470984020183,23.458038422649143,12.572087658592856,1
Sweden,537,73750,40038.0,51.1,311300,92.17877094972067,67.99065420560748,10.309278350515463,89.01303538175046,14.711359404096836,34.48275862068966,-13.768115942028984,0
Temple,824,56087,23954.0,34.0,210200,92.74809160305344,38.794435857805254,3.5856573705179287,90.53398058252428,10.161090458488228,13.218390804597702,3.1055900621118013,1
Thomaston,2769,56435,33828.0,58.1,271700,73.94366197183099,53.04770318021201,3.24729392173189,94.79956663055255,6.608884073672806,30.883678990081155,-15.682539682539677,0
Thorndike,1403,78438,21015.0,19.3,205600,87.24035608308606,71.74447174447175,3.4246575342465753,98.71703492516038,6.486101211689238,25.23076923076923,6.194690265486734,1
Topsfield,214,48125,32007.0,63.5,141700,95.08196721311475,42.473118279569896,0.0,96.72897196261682,13.084112149532709,14.444444444444443,66.94214876033058,1
Topsham,9706,91028,51713.0,44.7,360800,78.85814011468462,63.479970508724506,4.336043360433604,93.15887080156604,6.406068907385945,50.020584602717165,-28.21951980043655,0
Tremont,1508,88803,44987.0,45.6,407000,76.27906976744187,68.61489191353083,2.3337222870478413,90.51724137931035,6.648757555406314,44.36363636363637,-14.285714285714285,0
Trenton,1599,60455,45812.0,43.5,357400,77.43589743589745,58.90308039068369,4.591836734693878,88.30519074421514,18.244514106583072,42.273534635879216,-4.294478527607353,0
Troy,984,44583,32535.0,49.3,213000,86.40552995391705,53.74396135265701,3.8202247191011236,93.90243902439023,17.82383419689119,21.675531914893618,22.00357781753131,1
Turner,5891,100036,38303.0,47.6,284900,89.6416083916084,68.29457364341084,4.228149829738933,92.92140553386523,3.0251529571719917,16.437397994870597,26.04195804195804,1
Union,2663,80724,39432.0,41.6,267600,85.94339622641509,64.97093023255815,3.206562266964952,94.6676680435599,10.226415094339622,34.3717549325026,6.215384615384615,1
Unity,1858,62857,23004.0,27.5,206900,72.29965156794425,61.42684401451027,4.822834645669291,91.55005382131324,17.30023273855702,22.076612903225808,9.580193756727667,1
Van Buren,1858,40170,32628.0,56.0,97700,64.16666666666667,39.036755386565275,0.3246753246753247,93.75672766415501,23.04147465437788,10.054347826086957,2.1664766248574665,1
Vassalboro,4592,72300,40939.0,44.5,244300,82.5,62.13646532438478,7.380738073807381,94.12020905923345,12.020291133656816,34.50381679389313,14.811972371450494,1
Veazie,1847,78229,44126.0,46.7,293100,72.08053691275168,63.57234314980794,4.028197381671702,82.89117487818083,7.461873638344227,46.924177396280406,-16.363636363636367,0
Verona Island,481,61607,32933.0,48.9,243600,97.44680851063829,64.03940886699507,1.9230769230769231,91.06029106029106,11.434511434511435,35.26170798898072,11.549295774647888,1
Vienna,536,75481,51608.0,42.8,276400,91.76954732510289,59.1703056768559,2.214022140221402,95.52238805970148,13.246268656716417,34.69879518072289,6.987951807228917,1
Vinalhaven,1216,72963,59679.0,65.1,428400,86.62420382165605,48.369565217391305,2.247191011235955,97.20394736842105,7.345575959933222,45.714285714285715,-16.853932584269657,0
Wade,244,41818,36000.0,53.6,157100,78.33333333333333,54.90196078431373,2.6785714285714284,84.42622950819673,4.166666666666666,33.16831683168317,31.288343558282207,1
Waldo,926,71458,27951.0,37.5,208000,84.57446808510637,70.30223390275953,4.299065420560748,88.22894168466523,10.367170626349893,36.377245508982035,4.01606425702812,1
Waldoboro,5253,69107,42132.0,50.1,274900,78.62122385747483,60.53981708677225,0.7369196757553427,94.07957357700361,9.632590900437846,29.882075471698112,7.827260458839412,1
Wales,1924,77004,30754.0,35.1,250400,91.4027149321267,60.63218390804598,4.739336492890995,97.5051975051975,25.27881040892193,15.647921760391197,42.797927461139906,1
Wallagrass,514,48833,30475.0,55.6,194900,84.64912280701753,44.93087557603687,1.5384615384615385,94.16342412451361,3.501945525291829,22.02970297029703,9.677419354838712,1
Waltham,346,71071,42001.0,56.4,181300,85.18518518518519,55.78231292517006,3.6585365853658534,96.53179190751445,19.653179190751445,22.77580071174377,49.206349206349216,1
Warren,4932,74616,37647.0,42.2,232700,81.27659574468085,56.15487914055506,0.5579912315663611,89.01054339010544,6.017651778550414,21.372499366928334,16.666666666666664,1
Washburn,1355,56196,30087.0,48.2,112900,78.21782178217822,56.54923215898826,7.348242811501597,93.06273062730628,12.735493594574226,26.01626016260163,36.76092544987146,1
Washington,1624,59861,38398.0,48.2,195200,92.54385964912281,60.01400560224089,1.2835472578763127,94.45812807881774,15.308027380211575,17.347725520431766,14.144411473788338,1
Waterboro,8055,89392,38475.0,42.0,297000,90.06189821182944,69.77427334570191,2.8362508309328605,89.86964618249534,5.955955955955956,24.238532110091743,15.841798141344277,1
Waterford,1295,66071,55888.0,54.3,273800,88.18493150684932,54.94313210848644,1.910828025477707,93.43629343629344,16.447876447876446,30.45148895292987,10.852713178294564,1
Waterville,17077,53580,32905.0,35.5,184600,48.76543209876543,56.730573809362504,5.469309768330547,87.93113544533583,20.609030451522575,30.756223579145136,-26.79811163565676,0
Wayne,1101,93194,52374.0,55.6,362800,89.8686679174484,61.98347107438017,1.3333333333333335,92.82470481380564,7.901907356948229,48.83203559510567,-18.91891891891892,0
Weld,459,62083,32476.0,64.0,268600,93.6842105263158,33.42175066312997,3.1746031746031744,95.86056644880175,6.535947712418301,42.061281337047355,-8.904109589041092,0
Wellington,161,44519,29628.0,63.6,133700,97.84946236559139,34.899328859060404,3.8461538461538463,93.16770186335404,17.088607594936708,24.65753424657534,24.47552447552448,1
Wells,11713,88024,48140.0,53.6,485300,90.07302151174265,60.380587998389046,6.203101550775387,88.42311961068899,6.779516115243226,43.309384822631344,-13.018252145533665,0
Wesley,320,63125,27529.0,37.3,68800,91.7910447761194,64.66431095406361,12.021857923497267,93.75,34.6875,22.177419354838708,48.45360824742269,1
West Bath,1863,103333,55783.0,54.2,422800,82.30958230958231,59.5311536088834,3.5233160621761654,94.20289855072464,3.1669350509930223,50.73333333333333,-11.079342387419587,0
West Gardiner,3696,96172,37165.0,43.5,305100,88.68813825608798,74.36948297604036,2.4586689275116576,95.12987012987013,9.036796536796537,32.76003276003276,15.289256198347118,1
West Paris,1808,56324,25785.0,46.0,193000,80.86053412462908,53.17511225144324,4.463208685162847,94.24778761061947,24.088013896931095,23.066104078762308,24.21259842519686,1
Westbrook,20775,85038,44851.0,37.4,383300,61.195009848982274,73.12880642039957,2.2104607721046077,82.28158844765343,7.970234015470479,41.34104199893673,-33.19900211091922,0
Westfield,389,52917,33686.0,47.5,134400,83.33333333333334,45.91549295774648,4.9079754601226995,85.8611825192802,13.881748071979436,18.354430379746837,42.96296296296296,1
Westmanland,108,63750,33001.0,60.5,222900,84.78260869565217,34.61538461538461,5.555555555555555,95.37037037037037,6.60377358490566,19.19191919191919,6.896551724137929,1
Weston,275,58942,32644.0,55.1,171700,93.12977099236642,41.25,9.090909090909092,94.9090909090909,19.622641509433965,23.25581395348837,56.1904761904762,1
Westport Island,835,87564,51188.0,59.3,351700,93.93939393939394,53.855878634639694,2.112676056338028,95.92814371257485,4.4685990338164245,39.85507246376812,-14.025500910746814,0
Whitefield,2157,73875,36204.0,51.9,242300,91.49400218102508,59.140969162995596,1.303538175046555,92.3041261010663,7.139479905437353,32.74647887323944,5.644599303135884,1
Whiting,506,55263,28135.0,50.0,214200,93.64406779661016,47.85714285714286,0.4975124378109453,89.72332015810277,5.33596837944664,34.86005089058524,22.252010723860586,1
Whitneyville,170,55938,21605.0,36.5,118800,85.48387096774194,58.4,8.21917808219178,90.58823529411765,12.352941176470589,18.96551724137931,18.91891891891892,1
Willimantic,200,63472,24329.0,38.5,131700,92.20779220779221,56.20437956204379,22.07792207792208,93.0,32.5,15.079365079365079,54.83870967741936,1
Wilton,3862,63396,34329.0,46.1,202000,79.82510930668333,46.64795759276583,6.7513368983957225,94.8990160538581,14.552045572242362,31.544832553114873,9.650349650349654,1
Windham,19188,107934,52775.0,41.8,388900,84.59493670886076,69.20930822395536,1.4658726523133303,89.34229726912653,3.4404167571087476,44.24960613740667,-3.9836386270674,0
Windsor,2690,63178,34813.0,43.5,228800,89.07563025210085,65.52693208430912,3.4310221586847747,95.31598513011153,7.523277467411546,20.95383054287164,34.9112426035503,1
Winn,287,36333,32020.0,57.1,95600,86.41975308641975,49.42084942084942,9.375,97.5609756097561,21.951219512195124,25.72614107883817,50.47619047619048,1
Winslow,8023,70917,37557.0,47.6,225300,76.11047835990888,54.24604932801655,1.3068336509665124,93.08238813411442,10.807096451774113,29.60837272113437,6.0949063996517125,1
Winter Harbor,493,86250,47694.0,64.6,210500,80.1556420233463,33.5483870967742,1.282051282051282,94.52332657200812,3.8696537678207736,31.914893617021278,9.597523219814235,1
Winterport,3850,98333,54011.0,42.3,283000,91.0377358490566,64.41102756892231,1.7023346303501945,94.36363636363636,5.651491365777081,39.459639759839895,12.054912054912059,1
Winthrop,6191,86470,39714.0,43.6,294800,92.46629659000793,59.21855921855922,3.127147766323024,91.3907284768212,12.888301387970918,40.018087271082976,-4.834471886495017,0
Wiscasset,3874,71118,41713.0,48.8,325200,82.83864004317323,53.64414281498967,2.6402640264026402,92.46257098606092,5.749932194195823,36.52032520325203,-2.96425457715781,0
Woodland,1196,64464,26885.0,46.3,150300,98.27956989247312,56.25635808748728,3.616636528028933,97.07357859531773,13.914501257334452,10.625737898465172,33.04221251819506,1
Woodstock,1233,63015,37088.0,47.4,219600,92.48434237995825,55.92039800995025,3.202846975088968,96.02595296025953,11.544715447154472,25.70194384449244,17.849462365591393,1
Woodville,198,49722,31667.0,50.3,107100,79.16666666666666,60.773480662983424,6.363636363636363,97.97979797979798,5.641025641025641,10.0,71.83098591549296,1
Woolwich,3158,102175,55975.0,55.8,254500,95.52123552123552,54.49059282925097,1.758957654723127,85.6554781507283,13.326972010178118,52.9252227818675,0.13780431786862835,1
Yarmouth,9053,110216,66562.0,43.4,639700,80.40501996577296,66.16582434093704,4.417836498761354,94.65370595382745,10.230466554243957,66.81472081218274,-55.63934426229508,0
York,13986,121250,56536.0,49.5,636400,81.49427376840575,57.70571827057183,2.7341389728096677,93.83669383669384,5.793559516963772,53.09871410615875,-28.939522998296432,0
